350:Carnivora Herpestidae Bdeogale Bdeogale nigripes 2623.01
351:Cetartiodactyla Bovidae Cephalophus Cephalophus callipygus 19079.23
352:Carnivora Mustelidae Mustela Mustela felipei 211.3
353:Carnivora Canidae Urocyon Urocyon cinereoargenteus 3833.71
354:Cetartiodactyla Bovidae Capra Capra walie 100144
355:Carnivora Canidae Otocyon Otocyon megalotis 4098.12
356:Cetartiodactyla Cervidae Muntiacus Muntiacus montanus 18368.41
357:Chiroptera Vespertilionidae Pipistrellus Pipistrellus pipistrellus 5.3
358:Cetartiodactyla Bovidae Cephalophus Cephalophus ogilbyi 18386.42
359:Diprotodontia Macropodidae Petrogale Petrogale penicillata 6931.6
360:Afrosoricida Tenrecidae Echinops Echinops telfairi 152.25
361:Diprotodontia Macropodidae Macropus Macropus dorsalis 11249.96
362:Rodentia Sciuridae Sciurus Sciurus niger 761.9
363:Cetartiodactyla Cervidae Muntiacus Muntiacus atherodes 18939.1
364:Cingulata Dasypodidae Priodontes Priodontes maximus 40641.89
365:Cetartiodactyla Cervidae Axis Axis kuhlii 54999.99
366:Diprotodontia Potoroidae Potorous Potorous longipes 1835.06
367:Rodentia Nesomyidae Hypogeomys Hypogeomys antimena 1175.93
368:Chiroptera Pteropodidae Dobsonia Dobsonia moluccensis 447.64
369:Carnivora Canidae Canis Canis rufus 23500
370:Cetartiodactyla Bovidae Nanger Nanger granti 55464.46
371:Cetartiodactyla Cervidae Mazama Mazama americana 20546.86
372:Cetartiodactyla Bovidae Gazella Gazella cuvieri 25000
373:Hyracoidea Procaviidae Dendrohyrax Dendrohyrax arboreus 2981.11
374:Carnivora Eupleridae Galidictis Galidictis fasciata 549.99
375:Cetartiodactyla Cervidae Muntiacus Muntiacus gongshanensis 18590.01
376:Rodentia Caviidae Hydrochoerus Hydrochoerus hydrochaeris 48144.91
377:Carnivora Canidae Chrysocyon Chrysocyon brachyurus 23325
378:Carnivora Felidae Otocolobus Otocolobus manul 3500
379:Carnivora Canidae Cuon Cuon alpinus 15800
380:Pholidota Manidae Manis Manis crassicaudata 8017.56
381:Cetartiodactyla Suidae Babyrousa Babyrousa togeanensis 85000
382:Cetartiodactyla Bovidae Cephalophus Cephalophus weynsi 17000
383:Diprotodontia Macropodidae Macropus Macropus parryi 12629.83
384:Cetartiodactyla Suidae Potamochoerus Potamochoerus larvatus 69063.79
385:Cetartiodactyla Tragulidae Tragulus Tragulus williamsoni 3915.9
386:Cetartiodactyla Suidae Sus Sus celebensis 53813.21
387:Carnivora Mustelidae Martes Martes zibellina 1173.91
388:Cetartiodactyla Bovidae Capra Capra aegagrus 71350.77625
389:Rodentia Cuniculidae Cuniculus Cuniculus paca 8172.55
390:Rodentia Dasyproctidae Dasyprocta Dasyprocta leporina 3009.99
391:Carnivora Canidae Vulpes Vulpes vulpes 4820.36
392:Cetartiodactyla Cervidae Muntiacus Muntiacus puhoatensis 18368.41
393:Carnivora Herpestidae Crossarchus Crossarchus alexandri 1503.4
394:Carnivora Herpestidae Herpestes Herpestes smithii 1702.5
395:Carnivora Herpestidae Herpestes Herpestes semitorquatus 1523.8546153846
396:Carnivora Canidae Canis Canis aureus 9658.7
397:Cetartiodactyla Bovidae Arabitragus Arabitragus jayakari 23000
398:Hyracoidea Procaviidae Heterohyrax Heterohyrax brucei 2453.66
399:Cetartiodactyla Bovidae Gazella Gazella bennettii 18916.67
400:Cetartiodactyla Cervidae Mazama Mazama bororo 18335.8171428571
401:Carnivora Eupleridae Mungotictis Mungotictis decemlineata 657.03
402:Carnivora Viverridae Viverra Viverra civettina 12061.27
403:Carnivora Viverridae Viverra Viverra tangalunga 7349.99
404:Carnivora Felidae Prionailurus Prionailurus rubiginosus 1418.75
405:Cetartiodactyla Cervidae Mazama Mazama gouazoubira 16633.17
406:Carnivora Mustelidae Meles Meles meles 11884.03
407:Carnivora Mustelidae Melogale Melogale everetti 2000
408:Rodentia Pedetidae Pedetes Pedetes capensis 2549.25
409:Cetartiodactyla Bovidae Nanger Nanger dama 71424.81
410:Carnivora Canidae Vulpes Vulpes corsac 2615.33
411:Cetartiodactyla Cervidae Mazama Mazama nemorivaga 18335.8171428571
412:Cetartiodactyla Bovidae Cephalophus Cephalophus harveyi 14500.1
413:Primates Callitrichidae Callithrix Mico leucippe 386.2
